,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Sarvesham,0.419,0.559,0.0,-9.895,1.0,0.0332,0.0898,0.871,0.145,0.0396,92.511,audio_features,3tR0RCBvONKurdAFt2Vne3,spotify:track:3tR0RCBvONKurdAFt2Vne3,https://api.spotify.com/v1/tracks/3tR0RCBvONKurdAFt2Vne3,https://api.spotify.com/v1/audio-analysis/3tR0RCBvONKurdAFt2Vne3,283156.0,3.0
Derive - Original Mix,,,,,,,,,,,,,,,,,,
Electroparty at Elevator,0.712,0.573,1.0,-8.724,1.0,0.0639,0.000993,0.000973,0.0688,0.712,128.141,audio_features,0Ey0oJW7L6RdpQbz2D282S,spotify:track:0Ey0oJW7L6RdpQbz2D282S,https://api.spotify.com/v1/tracks/0Ey0oJW7L6RdpQbz2D282S,https://api.spotify.com/v1/audio-analysis/0Ey0oJW7L6RdpQbz2D282S,111186.0,4.0
Downtown Haifa,,,,,,,,,,,,,,,,,,
Them Bones (2022 Remaster),0.159,0.946,9.0,-5.756,1.0,0.0629,0.0235,8.06e-06,0.387,0.309,165.014,audio_features,4A065x9kJt955eGVqf813g,spotify:track:4A065x9kJt955eGVqf813g,https://api.spotify.com/v1/tracks/4A065x9kJt955eGVqf813g,https://api.spotify.com/v1/audio-analysis/4A065x9kJt955eGVqf813g,149467.0,1.0
Tasveer,0.476,0.595,4.0,-7.465,0.0,0.0624,0.312,0.0,0.311,0.435,77.18,audio_features,7hvs8Rzzk3cVJAPGluISmG,spotify:track:7hvs8Rzzk3cVJAPGluISmG,https://api.spotify.com/v1/tracks/7hvs8Rzzk3cVJAPGluISmG,https://api.spotify.com/v1/audio-analysis/7hvs8Rzzk3cVJAPGluISmG,233617.0,4.0
Expectations,0.721,0.634,11.0,-6.653,0.0,0.0546,0.508,0.0,0.0421,0.419,146.13,audio_features,1Spr9Ua4vLnAXrNRIBWSRE,spotify:track:1Spr9Ua4vLnAXrNRIBWSRE,https://api.spotify.com/v1/tracks/1Spr9Ua4vLnAXrNRIBWSRE,https://api.spotify.com/v1/audio-analysis/1Spr9Ua4vLnAXrNRIBWSRE,125095.0,4.0
Jasmine,0.577,0.645,7.0,-8.129,0.0,0.031,0.746,0.0453,0.125,0.0916,110.052,audio_features,1yfmfunh1tZ2iU3JG30iwo,spotify:track:1yfmfunh1tZ2iU3JG30iwo,https://api.spotify.com/v1/tracks/1yfmfunh1tZ2iU3JG30iwo,https://api.spotify.com/v1/audio-analysis/1yfmfunh1tZ2iU3JG30iwo,194199.0,4.0
Sinking,0.271,0.55,11.0,-7.986,0.0,0.094,0.526,0.292,0.22,0.155,47.292,audio_features,4n5ldfRE0p4vOg5bqObvAc,spotify:track:4n5ldfRE0p4vOg5bqObvAc,https://api.spotify.com/v1/tracks/4n5ldfRE0p4vOg5bqObvAc,https://api.spotify.com/v1/audio-analysis/4n5ldfRE0p4vOg5bqObvAc,237000.0,3.0
After Midnight,0.694,0.306,2.0,-19.315,1.0,0.0353,0.171,0.0736,0.0866,0.521,95.989,audio_features,1PC5GV3OaoXx5em8ttQOMI,spotify:track:1PC5GV3OaoXx5em8ttQOMI,https://api.spotify.com/v1/tracks/1PC5GV3OaoXx5em8ttQOMI,https://api.spotify.com/v1/audio-analysis/1PC5GV3OaoXx5em8ttQOMI,143693.0,4.0
The Gayatri,,,,,,,,,,,,,,,,,,
Luayé,0.707,0.44,4.0,-12.659,0.0,0.143,0.769,0.00704,0.174,0.282,153.945,audio_features,2KfHvucVjqNnUA4nVLxq0j,spotify:track:2KfHvucVjqNnUA4nVLxq0j,https://api.spotify.com/v1/tracks/2KfHvucVjqNnUA4nVLxq0j,https://api.spotify.com/v1/audio-analysis/2KfHvucVjqNnUA4nVLxq0j,360264.0,4.0
Viva,0.486,0.617,5.0,-7.115,0.0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,audio_features,1mea3bSkSGXuIRvnydlB5b,spotify:track:1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/audio-analysis/1mea3bSkSGXuIRvnydlB5b,242373.0,4.0
Only (Kaskade x Lipless Remix),0.448,0.576,7.0,-5.568,0.0,0.053,0.0778,0.117,0.126,0.101,174.039,audio_features,3Zr4ARt0R9K8kQ8EqfUmZt,spotify:track:3Zr4ARt0R9K8kQ8EqfUmZt,https://api.spotify.com/v1/tracks/3Zr4ARt0R9K8kQ8EqfUmZt,https://api.spotify.com/v1/audio-analysis/3Zr4ARt0R9K8kQ8EqfUmZt,252296.0,3.0
Lakh Tut Ju,,,,,,,,,,,,,,,,,,
Dakar,0.698,0.598,0.0,-7.267,1.0,0.048,0.557,0.00332,0.348,0.675,96.085,audio_features,3r64MyCenLbcrJ3cvimBBM,spotify:track:3r64MyCenLbcrJ3cvimBBM,https://api.spotify.com/v1/tracks/3r64MyCenLbcrJ3cvimBBM,https://api.spotify.com/v1/audio-analysis/3r64MyCenLbcrJ3cvimBBM,200404.0,4.0
I Love My Life,0.82,0.476,11.0,-8.667,1.0,0.053,0.169,0.0,0.0612,0.945,93.519,audio_features,6V9nfFe6ZbPELwApmFDrT5,spotify:track:6V9nfFe6ZbPELwApmFDrT5,https://api.spotify.com/v1/tracks/6V9nfFe6ZbPELwApmFDrT5,https://api.spotify.com/v1/audio-analysis/6V9nfFe6ZbPELwApmFDrT5,210214.0,4.0
Ingushkiya,,,,,,,,,,,,,,,,,,
Tulum - Original Mix,0.807,0.824,0.0,-10.416,1.0,0.0527,0.00749,0.876,0.0469,0.19,122.003,audio_features,2LxY92VnDwEKk5fDxwNz26,spotify:track:2LxY92VnDwEKk5fDxwNz26,https://api.spotify.com/v1/tracks/2LxY92VnDwEKk5fDxwNz26,https://api.spotify.com/v1/audio-analysis/2LxY92VnDwEKk5fDxwNz26,348197.0,4.0
Music For Relaxation And Om Chant,0.0714,0.0361,8.0,-29.371,1.0,0.0452,0.933,0.972,0.109,0.0311,77.824,audio_features,74OnNzQEy5KrRCSztE6jqq,spotify:track:74OnNzQEy5KrRCSztE6jqq,https://api.spotify.com/v1/tracks/74OnNzQEy5KrRCSztE6jqq,https://api.spotify.com/v1/audio-analysis/74OnNzQEy5KrRCSztE6jqq,1788833.0,3.0
Let Me Down Slowly,0.652,0.557,1.0,-5.714,0.0,0.0318,0.74,0.0,0.124,0.483,150.073,audio_features,2qxmye6gAegTMjLKEBoR3d,spotify:track:2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354.0,4.0
When Hitch Goes Slow,0.615,0.82,10.0,-7.588,0.0,0.0666,0.0326,0.779,0.106,0.0338,140.037,audio_features,18I4FBN35kORXnN59MxoXV,spotify:track:18I4FBN35kORXnN59MxoXV,https://api.spotify.com/v1/tracks/18I4FBN35kORXnN59MxoXV,https://api.spotify.com/v1/audio-analysis/18I4FBN35kORXnN59MxoXV,443464.0,4.0
Full Circle,0.546,0.752,2.0,-8.971,0.0,0.0322,0.158,0.000522,0.121,0.359,89.042,audio_features,7BKbC7XXdpVm9DnjodgaTG,spotify:track:7BKbC7XXdpVm9DnjodgaTG,https://api.spotify.com/v1/tracks/7BKbC7XXdpVm9DnjodgaTG,https://api.spotify.com/v1/audio-analysis/7BKbC7XXdpVm9DnjodgaTG,181760.0,4.0
sugar (Cricket & AVAXUS remix),0.798,0.619,3.0,-7.901,0.0,0.0523,0.268,0.308,0.109,0.142,101.999,audio_features,62YCfBJqiqf3nrpQvh3yph,spotify:track:62YCfBJqiqf3nrpQvh3yph,https://api.spotify.com/v1/tracks/62YCfBJqiqf3nrpQvh3yph,https://api.spotify.com/v1/audio-analysis/62YCfBJqiqf3nrpQvh3yph,236588.0,4.0
Sri Vitthala Giridhari Parabrahmane Namaha,0.593,0.668,4.0,-7.019,0.0,0.0304,0.723,0.472,0.112,0.121,82.007,audio_features,2dvtCVT0keokP4nDqoeWN4,spotify:track:2dvtCVT0keokP4nDqoeWN4,https://api.spotify.com/v1/tracks/2dvtCVT0keokP4nDqoeWN4,https://api.spotify.com/v1/audio-analysis/2dvtCVT0keokP4nDqoeWN4,400473.0,4.0
Fallin',0.785,0.431,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.085,audio_features,4TnjEaWOeW0eKTKIEvJyCa,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,https://api.spotify.com/v1/tracks/4TnjEaWOeW0eKTKIEvJyCa,https://api.spotify.com/v1/audio-analysis/4TnjEaWOeW0eKTKIEvJyCa,159382.0,4.0
Luminol,0.418,0.446,4.0,-10.598,0.0,0.0313,0.00214,0.621,0.0797,0.283,172.002,audio_features,033qZdFc0NDMcC5qgwuUux,spotify:track:033qZdFc0NDMcC5qgwuUux,https://api.spotify.com/v1/tracks/033qZdFc0NDMcC5qgwuUux,https://api.spotify.com/v1/audio-analysis/033qZdFc0NDMcC5qgwuUux,730116.0,4.0
The Music Scene,0.69,0.656,7.0,-10.46,1.0,0.0753,0.619,0.364,0.115,0.611,99.997,audio_features,12TyU7JblI0e8WhMTck8bF,spotify:track:12TyU7JblI0e8WhMTck8bF,https://api.spotify.com/v1/tracks/12TyU7JblI0e8WhMTck8bF,https://api.spotify.com/v1/audio-analysis/12TyU7JblI0e8WhMTck8bF,289573.0,4.0
The Longing - Instrumental,,,,,,,,,,,,,,,,,,
Sri Mangala Gita,0.461,0.917,2.0,-5.03,1.0,0.101,0.000711,1.89e-05,0.0455,0.67,179.972,audio_features,5vFkiPKGmcEwb0Q9ukvrUL,spotify:track:5vFkiPKGmcEwb0Q9ukvrUL,https://api.spotify.com/v1/tracks/5vFkiPKGmcEwb0Q9ukvrUL,https://api.spotify.com/v1/audio-analysis/5vFkiPKGmcEwb0Q9ukvrUL,282000.0,4.0
Papa (Father's Day Special),0.58,0.36,1.0,-11.42,0.0,0.035,0.763,0.00202,0.486,0.244,69.996,audio_features,047Z3lNKiFGlu3JxLo52ww,spotify:track:047Z3lNKiFGlu3JxLo52ww,https://api.spotify.com/v1/tracks/047Z3lNKiFGlu3JxLo52ww,https://api.spotify.com/v1/audio-analysis/047Z3lNKiFGlu3JxLo52ww,228071.0,4.0
Hold The Line (feat. grandson),0.556,0.93,1.0,-6.1,1.0,0.119,0.00134,0.0251,0.758,0.608,160.068,audio_features,4py8spIzvJETEC3srLB0q4,spotify:track:4py8spIzvJETEC3srLB0q4,https://api.spotify.com/v1/tracks/4py8spIzvJETEC3srLB0q4,https://api.spotify.com/v1/audio-analysis/4py8spIzvJETEC3srLB0q4,192151.0,4.0
Endless February Pt. 2,0.233,0.0685,5.0,-26.947,1.0,0.0418,0.355,0.821,0.101,0.0322,61.025,audio_features,17Oj7SlEjjJLG5Wo51iRvH,spotify:track:17Oj7SlEjjJLG5Wo51iRvH,https://api.spotify.com/v1/tracks/17Oj7SlEjjJLG5Wo51iRvH,https://api.spotify.com/v1/audio-analysis/17Oj7SlEjjJLG5Wo51iRvH,387712.0,3.0
Copal,0.739,0.646,1.0,-10.847,1.0,0.0497,0.00502,0.83,0.108,0.0739,108.014,audio_features,6TqYadgz6qObDRYkcQe21L,spotify:track:6TqYadgz6qObDRYkcQe21L,https://api.spotify.com/v1/tracks/6TqYadgz6qObDRYkcQe21L,https://api.spotify.com/v1/audio-analysis/6TqYadgz6qObDRYkcQe21L,364544.0,4.0
Buzq Blues,0.659,0.714,1.0,-7.179,1.0,0.0452,0.0132,0.372,0.068,0.222,122.953,audio_features,3GjMfsBmgov8v1POtjKpn9,spotify:track:3GjMfsBmgov8v1POtjKpn9,https://api.spotify.com/v1/tracks/3GjMfsBmgov8v1POtjKpn9,https://api.spotify.com/v1/audio-analysis/3GjMfsBmgov8v1POtjKpn9,256160.0,4.0
"They Want It, But No",0.6,0.931,1.0,-6.864,1.0,0.0973,0.00783,0.00149,0.115,0.304,134.868,audio_features,1rHGit66Qhs5JL3FjaNYsW,spotify:track:1rHGit66Qhs5JL3FjaNYsW,https://api.spotify.com/v1/tracks/1rHGit66Qhs5JL3FjaNYsW,https://api.spotify.com/v1/audio-analysis/1rHGit66Qhs5JL3FjaNYsW,157440.0,4.0
Ajj Din Chadheya (Unplugged),0.486,0.317,3.0,-8.917,1.0,0.0336,0.899,0.0,0.149,0.538,78.721,audio_features,3YBqgFoOUZCsooAX7DBv3a,spotify:track:3YBqgFoOUZCsooAX7DBv3a,https://api.spotify.com/v1/tracks/3YBqgFoOUZCsooAX7DBv3a,https://api.spotify.com/v1/audio-analysis/3YBqgFoOUZCsooAX7DBv3a,93245.0,4.0
Back-Woods Song,0.415,0.443,9.0,-17.646,0.0,0.0326,0.112,0.267,0.073,0.734,171.535,audio_features,0amU4az7r35xjWusNymqwi,spotify:track:0amU4az7r35xjWusNymqwi,https://api.spotify.com/v1/tracks/0amU4az7r35xjWusNymqwi,https://api.spotify.com/v1/audio-analysis/0amU4az7r35xjWusNymqwi,471067.0,4.0
Ala Moj Al Bahr - Javid Remix,0.571,0.389,1.0,-14.86,1.0,0.0352,0.173,0.853,0.138,0.0725,104.998,audio_features,5l4PuZcYTIpFPpzPdfdSlj,spotify:track:5l4PuZcYTIpFPpzPdfdSlj,https://api.spotify.com/v1/tracks/5l4PuZcYTIpFPpzPdfdSlj,https://api.spotify.com/v1/audio-analysis/5l4PuZcYTIpFPpzPdfdSlj,551025.0,4.0
Victory Laps,0.492,0.038,0.0,-23.197,1.0,0.0378,0.94,0.897,0.111,0.265,74.866,audio_features,34Dgd9lC0X0AQwq4L3RbvY,spotify:track:34Dgd9lC0X0AQwq4L3RbvY,https://api.spotify.com/v1/tracks/34Dgd9lC0X0AQwq4L3RbvY,https://api.spotify.com/v1/audio-analysis/34Dgd9lC0X0AQwq4L3RbvY,134783.0,4.0
Koala,0.726,0.594,10.0,-12.888,0.0,0.0646,0.0103,0.882,0.0513,0.755,119.983,audio_features,47coCnLNqnizqZ65bvOSdR,spotify:track:47coCnLNqnizqZ65bvOSdR,https://api.spotify.com/v1/tracks/47coCnLNqnizqZ65bvOSdR,https://api.spotify.com/v1/audio-analysis/47coCnLNqnizqZ65bvOSdR,354270.0,4.0
Summer Dub,0.795,0.478,1.0,-14.274,1.0,0.0639,0.0197,0.851,0.19,0.322,109.989,audio_features,6b0v44Fx7lLWcflAIapBpl,spotify:track:6b0v44Fx7lLWcflAIapBpl,https://api.spotify.com/v1/tracks/6b0v44Fx7lLWcflAIapBpl,https://api.spotify.com/v1/audio-analysis/6b0v44Fx7lLWcflAIapBpl,282600.0,4.0
Fond,0.155,0.302,0.0,-18.151,0.0,0.039,0.799,0.849,0.136,0.039,134.441,audio_features,3o6kUlFORwCD5Pq6aXBjx6,spotify:track:3o6kUlFORwCD5Pq6aXBjx6,https://api.spotify.com/v1/tracks/3o6kUlFORwCD5Pq6aXBjx6,https://api.spotify.com/v1/audio-analysis/3o6kUlFORwCD5Pq6aXBjx6,160362.0,3.0
Ordinary Man,0.649,0.673,6.0,-8.954,1.0,0.0668,0.0221,0.743,0.188,0.576,83.995,audio_features,5NbasL13ZyTu02X1R5XILi,spotify:track:5NbasL13ZyTu02X1R5XILi,https://api.spotify.com/v1/tracks/5NbasL13ZyTu02X1R5XILi,https://api.spotify.com/v1/audio-analysis/5NbasL13ZyTu02X1R5XILi,218359.0,4.0
Journey Home - Nibana Remix,0.409,0.669,1.0,-10.396,1.0,0.0552,0.00763,0.748,0.107,0.038,99.996,audio_features,1cuIOylFQ1fNIl4QaYEahT,spotify:track:1cuIOylFQ1fNIl4QaYEahT,https://api.spotify.com/v1/tracks/1cuIOylFQ1fNIl4QaYEahT,https://api.spotify.com/v1/audio-analysis/1cuIOylFQ1fNIl4QaYEahT,286800.0,4.0
Antibambi,0.68,0.493,11.0,-9.294,0.0,0.127,0.547,0.000152,0.126,0.476,139.988,audio_features,29oDEupGopJp1BVQb1Pk2L,spotify:track:29oDEupGopJp1BVQb1Pk2L,https://api.spotify.com/v1/tracks/29oDEupGopJp1BVQb1Pk2L,https://api.spotify.com/v1/audio-analysis/29oDEupGopJp1BVQb1Pk2L,204083.0,4.0
ISHQ,,,,,,,,,,,,,,,,,,
Sounds Of Blue,0.613,0.38,0.0,-9.503,1.0,0.0265,0.261,0.0982,0.0766,0.248,86.657,audio_features,6C0wbB5MMFHgTPyWuZoLV4,spotify:track:6C0wbB5MMFHgTPyWuZoLV4,https://api.spotify.com/v1/tracks/6C0wbB5MMFHgTPyWuZoLV4,https://api.spotify.com/v1/audio-analysis/6C0wbB5MMFHgTPyWuZoLV4,214898.0,4.0
Where Mountains Reign,0.122,0.00199,6.0,-33.348,1.0,0.0409,0.982,0.81,0.104,0.0637,69.372,audio_features,2ud8PfizwtkZ0IKrCyhZkC,spotify:track:2ud8PfizwtkZ0IKrCyhZkC,https://api.spotify.com/v1/tracks/2ud8PfizwtkZ0IKrCyhZkC,https://api.spotify.com/v1/audio-analysis/2ud8PfizwtkZ0IKrCyhZkC,167738.0,3.0
Painter (Valentine),0.0,0.0897,1.0,-16.267,0.0,0.0,0.953,0.000183,0.103,0.0,0.0,audio_features,7hjuPk780vLRZPBJeWg88r,spotify:track:7hjuPk780vLRZPBJeWg88r,https://api.spotify.com/v1/tracks/7hjuPk780vLRZPBJeWg88r,https://api.spotify.com/v1/audio-analysis/7hjuPk780vLRZPBJeWg88r,189326.0,0.0
Ten Long Years,0.674,0.55,1.0,-7.333,1.0,0.026,0.265,0.00334,0.23,0.777,97.801,audio_features,2bykT1h4Tb2Scaw0QcqYBA,spotify:track:2bykT1h4Tb2Scaw0QcqYBA,https://api.spotify.com/v1/tracks/2bykT1h4Tb2Scaw0QcqYBA,https://api.spotify.com/v1/audio-analysis/2bykT1h4Tb2Scaw0QcqYBA,280453.0,3.0
Laid to Rest,0.366,0.956,10.0,-3.725,0.0,0.108,0.000293,0.00447,0.449,0.159,104.016,audio_features,1yc53HK08sDab7PDFgnLWk,spotify:track:1yc53HK08sDab7PDFgnLWk,https://api.spotify.com/v1/tracks/1yc53HK08sDab7PDFgnLWk,https://api.spotify.com/v1/audio-analysis/1yc53HK08sDab7PDFgnLWk,230127.0,3.0
Over The Horizon Radar,,,,,,,,,,,,,,,,,,
Bijlee,0.775,0.659,1.0,-7.14,0.0,0.19,0.0693,2.41e-06,0.0634,0.189,93.958,audio_features,1nUgYJzKsWAzbrlKcmiqqu,spotify:track:1nUgYJzKsWAzbrlKcmiqqu,https://api.spotify.com/v1/tracks/1nUgYJzKsWAzbrlKcmiqqu,https://api.spotify.com/v1/audio-analysis/1nUgYJzKsWAzbrlKcmiqqu,330768.0,4.0
A Cookie From Space,0.242,0.853,6.0,-6.822,1.0,0.053,0.0151,0.837,0.0799,0.139,144.966,audio_features,07rrROJgumltg4uuz9JL1t,spotify:track:07rrROJgumltg4uuz9JL1t,https://api.spotify.com/v1/tracks/07rrROJgumltg4uuz9JL1t,https://api.spotify.com/v1/audio-analysis/07rrROJgumltg4uuz9JL1t,619716.0,4.0
Human Creativity,0.682,0.422,6.0,-13.609,0.0,0.0347,0.0261,0.749,0.0799,0.0372,126.015,audio_features,3axJz4Lz99RhwHpQlAPOVS,spotify:track:3axJz4Lz99RhwHpQlAPOVS,https://api.spotify.com/v1/tracks/3axJz4Lz99RhwHpQlAPOVS,https://api.spotify.com/v1/audio-analysis/3axJz4Lz99RhwHpQlAPOVS,241310.0,4.0
Duh Lesov,0.69,0.475,8.0,-8.922,1.0,0.0299,0.355,0.719,0.11,0.16,120.049,audio_features,43Xrqv2jAxkhgnyIXBD4fe,spotify:track:43Xrqv2jAxkhgnyIXBD4fe,https://api.spotify.com/v1/tracks/43Xrqv2jAxkhgnyIXBD4fe,https://api.spotify.com/v1/audio-analysis/43Xrqv2jAxkhgnyIXBD4fe,384000.0,4.0
Tamas Song,,,,,,,,,,,,,,,,,,
Mockingbird,0.637,0.678,0.0,-3.798,1.0,0.266,0.209,0.0,0.156,0.254,84.039,audio_features,561jH07mF1jHuk7KlaeF0s,spotify:track:561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760.0,4.0
Mango,,,,,,,,,,,,,,,,,,
Ladies Night,0.657,0.431,9.0,-15.682,1.0,0.166,0.149,2.18e-05,0.0428,0.926,112.008,audio_features,2uKJxjqcFu2Pr2CEsGGYJa,spotify:track:2uKJxjqcFu2Pr2CEsGGYJa,https://api.spotify.com/v1/tracks/2uKJxjqcFu2Pr2CEsGGYJa,https://api.spotify.com/v1/audio-analysis/2uKJxjqcFu2Pr2CEsGGYJa,385507.0,4.0
Every You Every Me,0.478,0.923,10.0,-7.547,1.0,0.0569,2.7e-05,0.719,0.325,0.165,133.135,audio_features,2Srd8Jgif3kc6ou6Z4pSYJ,spotify:track:2Srd8Jgif3kc6ou6Z4pSYJ,https://api.spotify.com/v1/tracks/2Srd8Jgif3kc6ou6Z4pSYJ,https://api.spotify.com/v1/audio-analysis/2Srd8Jgif3kc6ou6Z4pSYJ,213800.0,4.0
Jeevan Ko Kya Naam Dun,0.522,0.234,1.0,-12.907,1.0,0.0365,0.854,0.0128,0.102,0.366,119.854,audio_features,27d2EeB9ScXlOySDoqWmAv,spotify:track:27d2EeB9ScXlOySDoqWmAv,https://api.spotify.com/v1/tracks/27d2EeB9ScXlOySDoqWmAv,https://api.spotify.com/v1/audio-analysis/27d2EeB9ScXlOySDoqWmAv,190012.0,3.0
Raviole,0.365,0.255,2.0,-17.446,1.0,0.033,0.315,0.816,0.116,0.236,77.391,audio_features,3V9hReufYG4vRGFFmhZf0z,spotify:track:3V9hReufYG4vRGFFmhZf0z,https://api.spotify.com/v1/tracks/3V9hReufYG4vRGFFmhZf0z,https://api.spotify.com/v1/audio-analysis/3V9hReufYG4vRGFFmhZf0z,220333.0,4.0
Thor: Ragnarok,0.604,0.833,11.0,-10.876,1.0,0.0412,0.00133,0.282,0.592,0.693,114.008,audio_features,7pLNef6vH7gA6lgzw2Nodl,spotify:track:7pLNef6vH7gA6lgzw2Nodl,https://api.spotify.com/v1/tracks/7pLNef6vH7gA6lgzw2Nodl,https://api.spotify.com/v1/audio-analysis/7pLNef6vH7gA6lgzw2Nodl,155693.0,4.0
3 questions to build resilience -- and change the world | Sister True Dedication,0.838,0.439,9.0,-15.949,1.0,0.263,0.643,0.000513,0.0581,0.561,108.013,audio_features,0CkXFmfqhdOJQ2D1nSHgm8,spotify:track:0CkXFmfqhdOJQ2D1nSHgm8,https://api.spotify.com/v1/tracks/0CkXFmfqhdOJQ2D1nSHgm8,https://api.spotify.com/v1/audio-analysis/0CkXFmfqhdOJQ2D1nSHgm8,287222.0,4.0
Disobedience,,,,,,,,,,,,,,,,,,
Kothbiro / Jaya Radhe,0.631,0.179,4.0,-13.241,0.0,0.029,0.902,0.000208,0.083,0.377,99.016,audio_features,1yn2XjxcBWND6BtFynF9YP,spotify:track:1yn2XjxcBWND6BtFynF9YP,https://api.spotify.com/v1/tracks/1yn2XjxcBWND6BtFynF9YP,https://api.spotify.com/v1/audio-analysis/1yn2XjxcBWND6BtFynF9YP,517056.0,3.0
New Dawn (Darshan Atmosphere Remix),0.325,0.353,0.0,-13.805,1.0,0.0299,0.716,0.96,0.0946,0.0314,99.985,audio_features,3F4OzVuiEdDTjFai0gptCW,spotify:track:3F4OzVuiEdDTjFai0gptCW,https://api.spotify.com/v1/tracks/3F4OzVuiEdDTjFai0gptCW,https://api.spotify.com/v1/audio-analysis/3F4OzVuiEdDTjFai0gptCW,504967.0,4.0
Samburu - Wākhan Remix,0.761,0.496,2.0,-10.85,1.0,0.0528,0.131,0.835,0.358,0.0682,116.991,audio_features,2IYc0GJWD17nGLon7eoyfF,spotify:track:2IYc0GJWD17nGLon7eoyfF,https://api.spotify.com/v1/tracks/2IYc0GJWD17nGLon7eoyfF,https://api.spotify.com/v1/audio-analysis/2IYc0GJWD17nGLon7eoyfF,352821.0,4.0
Forgiveness,0.544,0.889,11.0,-9.818,0.0,0.0411,0.00491,0.738,0.0716,0.0662,125.046,audio_features,0it9UXxopjLfELVyLEW10U,spotify:track:0it9UXxopjLfELVyLEW10U,https://api.spotify.com/v1/tracks/0it9UXxopjLfELVyLEW10U,https://api.spotify.com/v1/audio-analysis/0it9UXxopjLfELVyLEW10U,236597.0,4.0
Cosmos Heartbeat,0.611,0.767,10.0,-8.631,0.0,0.0314,0.207,0.855,0.278,0.634,159.951,audio_features,3zPiynco4nkHlDYAbtCN7U,spotify:track:3zPiynco4nkHlDYAbtCN7U,https://api.spotify.com/v1/tracks/3zPiynco4nkHlDYAbtCN7U,https://api.spotify.com/v1/audio-analysis/3zPiynco4nkHlDYAbtCN7U,420187.0,4.0
Ribbon On A Branch,0.479,0.585,0.0,-9.027,1.0,0.0315,0.132,0.521,0.0829,0.109,132.992,audio_features,66OKhLJ2kAi4VjT8nbhBeX,spotify:track:66OKhLJ2kAi4VjT8nbhBeX,https://api.spotify.com/v1/tracks/66OKhLJ2kAi4VjT8nbhBeX,https://api.spotify.com/v1/audio-analysis/66OKhLJ2kAi4VjT8nbhBeX,468947.0,4.0
Watching The Ganges River,0.543,0.559,2.0,-9.477,1.0,0.0872,0.135,0.35,0.158,0.227,160.039,audio_features,3HcTEJqPG9Paj8TyiHa15W,spotify:track:3HcTEJqPG9Paj8TyiHa15W,https://api.spotify.com/v1/tracks/3HcTEJqPG9Paj8TyiHa15W,https://api.spotify.com/v1/audio-analysis/3HcTEJqPG9Paj8TyiHa15W,295017.0,4.0
Eyes On You,,,,,,,,,,,,,,,,,,
Ursa Major - Kebin Van Reeken Extended Remix,0.778,0.821,2.0,-6.934,1.0,0.0401,0.00333,0.914,0.125,0.113,122.001,audio_features,0RDPhJ79HnzOMMNAiUdsgF,spotify:track:0RDPhJ79HnzOMMNAiUdsgF,https://api.spotify.com/v1/tracks/0RDPhJ79HnzOMMNAiUdsgF,https://api.spotify.com/v1/audio-analysis/0RDPhJ79HnzOMMNAiUdsgF,414660.0,4.0
Taj Mahal - MI.LA Remix,0.617,0.7,2.0,-9.943,1.0,0.0333,0.0802,0.792,0.108,0.59,104.987,audio_features,5v3Q5gi3r5bIBX5Jw86lM5,spotify:track:5v3Q5gi3r5bIBX5Jw86lM5,https://api.spotify.com/v1/tracks/5v3Q5gi3r5bIBX5Jw86lM5,https://api.spotify.com/v1/audio-analysis/5v3Q5gi3r5bIBX5Jw86lM5,407000.0,4.0
Benaam Ishq,,,,,,,,,,,,,,,,,,
Quantum Dot,0.648,0.958,11.0,-3.419,1.0,0.068,0.00719,0.162,0.147,0.744,92.486,audio_features,4oDc3GpyYvu8GUzrQOHchR,spotify:track:4oDc3GpyYvu8GUzrQOHchR,https://api.spotify.com/v1/tracks/4oDc3GpyYvu8GUzrQOHchR,https://api.spotify.com/v1/audio-analysis/4oDc3GpyYvu8GUzrQOHchR,90811.0,1.0
Rampage,0.406,0.51,6.0,-12.11,1.0,0.0403,0.511,0.936,0.133,0.251,107.946,audio_features,3f006i15o3gtqjqxY93scG,spotify:track:3f006i15o3gtqjqxY93scG,https://api.spotify.com/v1/tracks/3f006i15o3gtqjqxY93scG,https://api.spotify.com/v1/audio-analysis/3f006i15o3gtqjqxY93scG,74187.0,4.0
Time to Time by Time - Remastered,,,,,,,,,,,,,,,,,,
